"probability_of_success_mixmod","CI_lb_mixmod","CI_ub_mixmod","probability_of_success_binom","CI_lb_binom","CI_ub_binom","trial_number"
0.539999999999986,0.390248001319667,0.68286186968804,0.54,0.38575242210298,0.689039288304052,100
0.499999999999999,0.394707950889468,0.60529204911053,0.5,0.39202836766319,0.60797163233681,200
0.516666666666666,0.42981451583599,0.602523465201522,0.516666666666667,0.428176225109698,0.604431599932571,300
0.522499998606298,0.447054494329558,0.596932642401192,0.5225,0.445871491933359,0.598394504966819,400
0.529999996800058,0.462381268018519,0.596535060560121,0.53,0.461479527532378,0.597738133579496,500
0.516666665845376,0.45504659008147,0.577784042098375,0.516666666666667,0.45424138707714,0.578730013276774,600
0.518571428571429,0.46148142723237,0.575180610716844,0.518571428571429,0.460800592809525,0.575996792959727,700
0.51125,0.457892795580336,0.564352071232203,0.51125,0.457275222607232,0.565041761256392,800
0.508888888888889,0.458587889473894,0.559010548454321,0.508888888888889,0.458033544916756,0.559615756511756,900
0.506,0.458290839865437,0.553600138229782,0.506,0.457785324607533,0.5541366594291,1000
0.510909089447831,0.465377206263347,0.556260673618063,0.510909090909091,0.464929795998038,0.556759482970877,1100
0.510032363699293,0.466144948921266,0.553765672151317,0.51,0.465993965294602,0.553897758099594,1200
0.499215299288239,0.456682733675967,0.54175922427031,0.499230769230769,0.45700736760096,0.541461856698718,1300
0.498581518211364,0.457611506739916,0.539570586544388,0.498571428571429,0.45789465935859,0.539261448116029,1400
0.494636288927684,0.454963458363335,0.534376779454718,0.494666666666667,0.455394753191733,0.533984737992955,1500
0.499373997132392,0.46157971181766,0.537175437312619,0.499375,0.46133434917827,0.537420720632548,1600
0.498235294118617,0.461647395776671,0.53484210139459,0.498235294117647,0.461340454792485,0.535143603108248,1700
0.498333333339629,0.462771704414627,0.533911832176989,0.498333333333333,0.462482451508464,0.534196227236506,1800
0.499473684210526,0.464851670930842,0.534100745321359,0.499473684210526,0.464579347213931,0.534371614141623,1900
0.501,0.46724541323426,0.534745474212992,0.501,0.466988443464627,0.535005072482125,2000
0.5,0.46706053948746,0.53293946051254,0.5,0.466815055178595,0.533184944821405,2100
0.500909090909091,0.468721288524106,0.533089360089936,0.500909090909091,0.46848803051707,0.53332479437697,2200
0.503043478260869,0.471553212216327,0.534509617708129,0.50304347826087,0.471332897888027,0.534736906954949,2300
0.500833333333333,0.470012501863632,0.531647833262052,0.500833333333333,0.469799066090405,0.531863100616132,2400
0.504399999999997,0.47418857263375,0.534579330905335,0.5044,0.473987496621119,0.53478969711081,2500
0.503076923076923,0.473455071513868,0.532677190690696,0.503076923076923,0.473260565144924,0.532877947976685,2600
0.502591910825384,0.473506235019024,0.531660055167904,0.502592592592593,0.473337196060997,0.531835549670773,2700
0.504285714285714,0.475736528537252,0.532806980533991,0.504285714285714,0.475556641246787,0.532994960888493,2800
0.504137931034483,0.476084411530044,0.532165420517027,0.504137931034483,0.475911119067414,0.532346262418614,2900
0.499979025936289,0.471980584525561,0.527977598882319,0.5,0.472257791034934,0.527742208965066,3000
0.502555761219216,0.474799652239627,0.53029612702182,0.50258064516129,0.475286440536493,0.529864070122151,3100
0.503427457011876,0.476369476012431,0.530465377080576,0.5034375,0.476573580870922,0.530287510369061,3200
0.503926998386898,0.477328434586962,0.530503353079708,0.503939393939394,0.477486654727723,0.530376678117312,3300
0.504401259677129,0.47807025543713,0.530707872726972,0.504411764705882,0.478351971880153,0.530454759888786,3400
0.504846223058601,0.478850895948737,0.530815375135093,0.504857142857143,0.479173367884934,0.530522954381065,3500
0.506108306102065,0.480174908735123,0.532008875476412,0.506111111111111,0.480786583184341,0.531413667624084,3600
0.506227420331216,0.480582139899338,0.531839972282315,0.506216216216216,0.481237666363106,0.531173022571032,3700
0.508703716508131,0.483519542613446,0.533843792226032,0.508684210526316,0.484035574474421,0.533303272040174,3800
0.510287125780809,0.485294255395555,0.535228673707489,0.51025641025641,0.485926109742066,0.53455268019253,3900
0.508017688244102,0.483544709453376,0.532452301333754,0.508,0.483978845005634,0.531995276646438,4000
0.508554037961417,0.484418247795463,0.532650017923127,0.508536585365854,0.484811052521646,0.532235179533734,4100
0.506675189980804,0.482819253011626,0.530500769102533,0.506666666666667,0.483228091052424,0.53008470677006,4200
0.50558917789552,0.482085804712852,0.529067873851031,0.505581395348837,0.48241915091139,0.528726848206061,4300
0.504539905856008,0.481359835964695,0.527700475657094,0.504545454545455,0.481650073629404,0.527427472153722,4400
0.505121593173872,0.482224074114033,0.527997648256548,0.505111111111111,0.482472021588349,0.527735509166651,4500
