"probability_of_success_mixmod","CI_lb_mixmod","CI_ub_mixmod","probability_of_success_binom","CI_lb_binom","CI_ub_binom","trial_number"
0.49797642069951,0.320627057231196,0.675836436464388,0.5,0.347895810584248,0.652104189415752,100
0.459931480071432,0.34839192755346,0.575634596658376,0.46,0.353669000142337,0.568944047159215,200
0.487194622252943,0.395338454483727,0.579923947860897,0.486666666666667,0.398812007509111,0.575101729772691,300
0.505,0.429878205986098,0.579896716477846,0.505,0.428585058126006,0.581251833297041,400
0.512,0.444607143014669,0.578959399133484,0.512,0.443612930720315,0.580074142567606,500
0.506666666666667,0.445169336421194,0.567962918187606,0.506666666666667,0.444321398239695,0.568867163065691,600
0.515714283740741,0.45865026473346,0.572371455843736,0.515714285714286,0.457958904487573,0.573177345931785,700
0.512524455443549,0.458559916885734,0.566198595091735,0.5125,0.458518209358228,0.566278439196119,800
0.502201267116059,0.450851631732582,0.553504509406551,0.502222222222222,0.451407632707143,0.553004692718344,900
0.508033178821136,0.458707292490205,0.557203158564223,0.508,0.45977498577101,0.55612099286472,1000
0.507281415014258,0.461404787806154,0.5530357436032,0.507272727272727,0.461308915690367,0.553150603771279,1100
0.503331651434472,0.459712247625013,0.546900400089921,0.503333333333333,0.45935566444693,0.54727491009865,1200
0.499230769229217,0.457408134505107,0.541064170643858,0.499230769230769,0.45700736760096,0.541461856698718,1300
0.493571428571429,0.453303136984687,0.533923300308393,0.493571428571429,0.452921010633178,0.534281473057576,1400
0.496,0.457073533091795,0.534975019128904,0.496,0.456721348543397,0.535313269835328,1500
0.495606264196686,0.457525046234887,0.533738528060573,0.495625,0.457600971405127,0.533684517285276,1600
0.493455982046767,0.455877565661296,0.531108485293779,0.493529411764706,0.456655365507405,0.53045284683632,1700
0.4921647045619,0.455765044752366,0.528647624857987,0.492222222222222,0.456397464293614,0.528103036583785,1800
0.49308482554516,0.45757762848306,0.528661920338326,0.493157894736842,0.458288334862177,0.528074162804275,1900
0.497452893463701,0.462640805337839,0.532289694090861,0.4975,0.463500144593885,0.531516065540926,2000
0.497577218710509,0.46378909166544,0.53138748828075,0.497619047619048,0.464441826179269,0.530810969588004,2100
0.502314872307989,0.468683216367597,0.53592559423835,0.502272727272727,0.46984792822492,0.534684134009075,2200
0.501719202476235,0.468855089034021,0.534568467857818,0.501739130434783,0.470031833011712,0.533436626899697,2300
0.504621561742122,0.472845855289233,0.536359977857286,0.504583333333333,0.473540192147489,0.535601724729299,2400
0.504830855681413,0.474071277613959,0.535553907983312,0.5048,0.47438668205351,0.535188438379684,2500
0.501937902414405,0.471414890503916,0.532446477299436,0.501923076923077,0.472109252516561,0.531727318185415,2600
0.50112454332758,0.470904725890944,0.531336147155795,0.501111111111111,0.471858950043706,0.530357940984699,2700
